,phrase,label,sentiment,subjectivity,language,count
At least 82,At least 82,CARDINAL,,,en,2
"June 16, 2026","June 16, 2026",DATE,,,en,2
more than 160,more than 160,CARDINAL,,,en,2
the next two days,the next two days,DATE,,,en,2
Apr 15,Apr 15,DATE,,,en,2
a day ago,a day ago,DATE,,,en,2
70,70,DATE,,,en,2
0.1%,0.1%,PERCENT,,,en,2
Lagos airport,Lagos airport,FAC,,,en,2
the International Art Exhibition,the International Art Exhibition,EVENT,,,en,2
just 12 days,just 12 days,DATE,,,en,2
3D,3D,PRODUCT,,,en,2
1.9%,1.9%,PERCENT,,,en,2
| AC3,| AC3,DATE,,,en,2
A year later,A year later,DATE,,,en,2
"April 23, 2026","April 23, 2026",DATE,,,en,2
The Mohammed VI Tower,The Mohammed VI Tower,FAC,,,en,2
the 2026 MCB Ladies Classic,the 2026 MCB Ladies Classic,EVENT,,,,2
election day,election day,DATE,,,en,2
more than 50,more than 50,CARDINAL,,,en,2
Sheikh Zayed Road,Sheikh Zayed Road,FAC,,,en,2
The Iran War Just Reopened,The Iran War Just Reopened,EVENT,,,en,2
The Iran War Has,The Iran War Has,EVENT,,,en,2
Destroyed 1.6 Million Bpd,Destroyed 1.6 Million Bpd,QUANTITY,,,en,2
The Sporting News,The Sporting News,WORK_OF_ART,,,en,2
33 percent,33 percent,PERCENT,,,en,2
Chagossian,Chagossian,NORP,,,en,2
90 billion-euro,90 billion-euro,MONEY,,,en,2
"around 150,000 barrels","around 150,000 barrels",QUANTITY,,,en,2
Family Secrets,Family Secrets,WORK_OF_ART,,,en,2
several days,several days,DATE,,,en,2
2 February,2 February,DATE,,,en,2
the first two weeks,the first two weeks,DATE,,,en,2
13th-century,13th-century,DATE,,,en,2
$14 billion,$14 billion,MONEY,,,en,2
West Asian,West Asian,NORP,,,en,2
the British Industrial Revolution,the British Industrial Revolution,EVENT,,,en,2
20260323,20260323,CARDINAL,,,en,2
Israelis,Israelis,NORP,,,en,2
April 25,April 25,DATE,,,en,2
recent weeks,recent weeks,DATE,,,en,2
Swiss,Swiss,NORP,,,en,2
Second,Second,ORDINAL,,,en,2
2035,2035,DATE,,,en,2
30,30,CARDINAL,,,en,2
A week,A week,DATE,,,en,2
Crucible Theatre,Crucible Theatre,FAC,,,en,2
20 years,20 years,DATE,,,en,2
several more weeks,several more weeks,DATE,,,en,2
Central Asian,Central Asian,NORP,,,en,2
year-long,year-long,DATE,,,en,2
110,110,MONEY,,,en,2
Indigenous,Indigenous,NORP,,,en,2
quarter-century ago,quarter-century ago,DATE,,,en,2
Iran war peace talks,Iran war peace talks,EVENT,,,en,2
$70 Million,$70 Million,MONEY,,,en,2
Nepal,Nepal,NORP,-0.00021357380161366886,0.004935927859515899,en,2
E1,E1,CARDINAL,,,en,2
US$275 million,US$275 million,MONEY,,,en,2
65 seconds,65 seconds,TIME,,,en,2
Dáil,Dáil,EVENT,,,en,2
World Snooker Championship,World Snooker Championship,EVENT,,,en,2
90 billion euros,90 billion euros,MONEY,,,en,2
two-month,two-month,DATE,,,en,2
month-long,month-long,DATE,,,en,2
+1323 chars,+1323 chars,WORK_OF_ART,,,en,2
four weeks,four weeks,DATE,,,en,2
30 April 2026,30 April 2026,DATE,,,en,2
Morbi,Morbi,NORP,,,en,2
300,300,CARDINAL,,,en,2
Fast16,Fast16,PRODUCT,,,en,2
"April 25, 2026","April 25, 2026",DATE,,,en,2
only weeks,only weeks,DATE,,,en,2
between October 2025 and March 2026,between October 2025 and March 2026,DATE,,,en,2
Around 20 percent,Around 20 percent,PERCENT,,,en,2
China 2027,China 2027,EVENT,,,en,2
360-degree,360-degree,CARDINAL,,,en,2
an Islamic Center,an Islamic Center,FAC,,,en,2
Gaussian,Gaussian,PRODUCT,,,en,2
May 29,May 29,DATE,,,en,2
Five Weeks,Five Weeks,DATE,,,en,2
Islanders,Islanders,NORP,,,en,2
Egyptian,Egyptian,NORP,,,en,2
USS Gerald R. Ford,USS Gerald R. Ford,PRODUCT,,,en,2
"May 18, 2026","May 18, 2026",DATE,,,en,2
Gracie Mansion,Gracie Mansion,FAC,,,en,2
day,day,DATE,,,en,2
+1253 chars,+1253 chars,WORK_OF_ART,,,en,2
Situation Room,Situation Room,FAC,,,en,2
Arabic,Arabic,LANGUAGE,,,en,2
70 percent,70 percent,PERCENT,,,en,2
April 29th,April 29th,DATE,,,en,2
the Artemis Accords,the Artemis Accords,LAW,,,en,2
Unity Cup 2026,Unity Cup 2026,EVENT,,,en,2
Jeddah Tower,Jeddah Tower,FAC,,,en,2
less than a week,less than a week,DATE,,,en,2
early Saturday,early Saturday,TIME,,,en,2
January through March,January through March,DATE,,,en,2
5.2M barrels,5.2M barrels,QUANTITY,,,en,2
Mamdani,Mamdani,PRODUCT,,,en,2
the interwar years,the interwar years,DATE,,,en,2
Ten Maps,Ten Maps,WORK_OF_ART,,,en,2
the night of March 22,the night of March 22,TIME,,,en,2
$9.77 million,$9.77 million,MONEY,,,en,2
+2455,+2455,CARDINAL,,,en,2
Gather Chips,Gather Chips,WORK_OF_ART,,,en,2
Smart Sensor Industry Development Conference,Smart Sensor Industry Development Conference,EVENT,,,en,2
May 25,May 25,DATE,,,en,2
Bosnian,Bosnian,NORP,,,en,2
two-year,two-year,DATE,,,en,2
The 2026 World Intelligence Expo,The 2026 World Intelligence Expo,EVENT,,,en,2
$111 billion,$111 billion,MONEY,,,en,2
Morning,Morning,TIME,,,en,2
250th,250th,ORDINAL,,,en,2
December 2008,December 2008,DATE,,,en,2
midnight,midnight,TIME,,,en,2
June 2,June 2,DATE,,,en,2
45th,45th,ORDINAL,,,en,2
"June 1, 2026 /PRNewswire/","June 1, 2026 /PRNewswire/",DATE,,,en,2
$16.5 billion,$16.5 billion,MONEY,,,en,2
Renewable,Renewable,WORK_OF_ART,,,en,2
Tomorrow,Tomorrow,DATE,,,en,2
May 1991,May 1991,DATE,,,en,2
"about 5,000","about 5,000",CARDINAL,,,en,2
At least 24,At least 24,CARDINAL,,,en,2
Biden,Biden,NORP,,,en,2
hundreds of thousands,hundreds of thousands,CARDINAL,,,en,2
"around 3,000","around 3,000",CARDINAL,,,en,2
the second year,the second year,DATE,,,en,2
50th,50th,ORDINAL,,,en,2
Malian,Malian,NORP,,,en,2
"June 2, 2026 /PRNewswire/","June 2, 2026 /PRNewswire/",DATE,,,en,2
the French Open,the French Open,EVENT,,,en,2
"February 24, 2022","February 24, 2022",DATE,,,en,2
quarterly,quarterly,DATE,,,en,2
11S,11S,CARDINAL,,,en,2
over 100,over 100,CARDINAL,,,en,2
327ci V8,327ci V8,PRODUCT,,,en,2
the World Cup 2026,the World Cup 2026,EVENT,,,en,2
April 17,April 17,DATE,,,en,2
400 metres,400 metres,QUANTITY,,,en,2
Friday morning,Friday morning,TIME,,,en,2
World War,World War,EVENT,,,en,2
early Monday,early Monday,DATE,,,en,2
"May 01,","May 01,",DATE,,,en,2
107th,107th,ORDINAL,,,en,2
+2702,+2702,NORP,,,en,2
the second day,the second day,DATE,,,en,2
$7 million,$7 million,MONEY,,,en,2
April 30 - Weeks,April 30 - Weeks,DATE,,,en,2
"100,000","100,000",CARDINAL,,,en,2
Angolan,Angolan,NORP,,,en,2
the early hours,the early hours,TIME,,,en,2
4 June,4 June,DATE,,,en,2
its fourth month,its fourth month,DATE,,,en,2
the Track World Cup,the Track World Cup,EVENT,,,en,2
the spring of 1006,the spring of 1006,DATE,,,en,2
39%,39%,PERCENT,,,en,2
more than seven years,more than seven years,DATE,,,,2
"500,000","500,000",CARDINAL,,,en,2
"May 19, 1919","May 19, 1919",DATE,,,en,2
79th,79th,ORDINAL,,,en,2
the War of Independence,the War of Independence,EVENT,,,en,2
April 2016,April 2016,DATE,,,en,2
19FortyFive,19FortyFive,CARDINAL,,,en,2
23,23,CARDINAL,,,en,2
National Family Week,National Family Week,DATE,,,en,2
year-on-year,year-on-year,DATE,,,en,2
$108 billion,$108 billion,MONEY,,,en,2
the end of the season,the end of the season,DATE,,,en,2
+2665,+2665,NORP,,,en,2
last September,last September,DATE,,,en,2
47,47,DATE,,,en,2
April 18,April 18,DATE,,,en,2
84,84,CARDINAL,,,en,2
the past three months,the past three months,DATE,,,en,2
one-month anniversary,one-month anniversary,DATE,,,en,2
June 2026,June 2026,DATE,,,en,2
a single cent,a single cent,MONEY,,,en,2
Easter weekend,Easter weekend,DATE,,,en,2
73rd,73rd,ORDINAL,,,en,2
Minotaur,Minotaur,WORK_OF_ART,,,en,2
World Health Day 2026,World Health Day 2026,EVENT,,,en,2
the 2026 CAF Awards,the 2026 CAF Awards,EVENT,,,en,2
48th,48th,ORDINAL,,,en,2
millions of pounds,millions of pounds,QUANTITY,,,en,2
2026 CAF Awards,2026 CAF Awards,EVENT,,,en,2
71,71,CARDINAL,,,en,2
8.99,8.99,MONEY,,,en,2
14th century,14th century,DATE,,,en,2
"May 12, 2026 /PRNewswire/","May 12, 2026 /PRNewswire/",DATE,,,en,2
just 90 minutes,just 90 minutes,TIME,,,en,2
8 pm,8 pm,TIME,,,en,2
Sydney Film Festival,Sydney Film Festival,EVENT,,,en,2
Line of Death,Line of Death,WORK_OF_ART,,,en,2
"7,000","7,000",MONEY,,,en,2
centuries-old,centuries-old,DATE,,,en,2
around 2000,around 2000,DATE,,,en,2
September 2022,September 2022,DATE,,,en,2
March 9,March 9,DATE,,,en,2
the Nord Stream Pipeline,the Nord Stream Pipeline,FAC,,,en,2
between two,between two,CARDINAL,,,en,2
"Dec. 23, 2024","Dec. 23, 2024",DATE,,,en,2
"436,474","436,474",CARDINAL,,,en,2
around 32%,around 32%,PERCENT,,,en,2
500,500,CARDINAL,,,en,2
36th,36th,ORDINAL,,,en,2
russian,russian,NORP,,,en,2
Nazism,Nazism,NORP,,,en,2
Traders Fair Expo,Traders Fair Expo,EVENT,,,en,2
Testnet,Testnet,PRODUCT,,,en,2
Czechs,Czechs,NORP,,,en,2
more than 800,more than 800,CARDINAL,,,en,2
1975,1975,DATE,,,en,2
this World Cup,this World Cup,EVENT,,,en,2
Dh1.5 billion,Dh1.5 billion,MONEY,,,en,2
$408.4 million,$408.4 million,MONEY,,,en,2
64 years,64 years,DATE,,,en,2
a million dollars,a million dollars,MONEY,,,en,2
the last eight,the last eight,DATE,,,en,2
39 days,39 days,DATE,,,en,2
97,97,CARDINAL,,,en,2
less than two hours,less than two hours,TIME,,,en,2
October 2023,October 2023,DATE,,,en,2
51%,51%,PERCENT,,,en,2
Great Britain,Great Britain,WORK_OF_ART,0.07678571428571428,0.13095238095238096,en,2
73,73,CARDINAL,,,en,2
Storm Dave,Storm Dave,PRODUCT,,,en,2
Lobito Corridor,Lobito Corridor,FAC,,,en,2
first quarter,first quarter,DATE,,,en,2
March 19,March 19,DATE,,,en,2
Caribbean,Caribbean,NORP,0.0,0.0,en,2
Ukrainians,Ukrainians,NORP,,,en,2
#,#,CARDINAL,,,en,2
MC14,MC14,NORP,,,en,2
Download,Download,WORK_OF_ART,,,en,2
"May 8, 2026 /PRNewswire/","May 8, 2026 /PRNewswire/",DATE,,,en,2
nearly two weeks,nearly two weeks,DATE,,,en,2
More than 50,More than 50,CARDINAL,,,en,2
Himalayan,Himalayan,NORP,,,en,2
two week,two week,DATE,,,en,2
2027-28,2027-28,DATE,,,en,2
"May 21, 2026","May 21, 2026",DATE,,,en,2
minutes after midnight,minutes after midnight,TIME,,,en,2
World Cup League Two,World Cup League Two,EVENT,,,en,2
May 10,May 10,DATE,,,en,2
Mopar,Mopar,PRODUCT,,,en,2
one week,one week,DATE,,,en,2
these days,these days,DATE,,,en,2
147km,147km,QUANTITY,,,en,2
Artemis II,Artemis II,PRODUCT,,,en,2
Iranian-Americans,Iranian-Americans,NORP,,,en,2
1701-1714,1701-1714,DATE,,,en,2
Dutch,Dutch,NORP,,,en,2
its third year,its third year,DATE,,,en,2
22km,22km,QUANTITY,,,en,2
+27 chars,+27 chars,WORK_OF_ART,,,en,2
Rwandan,Rwandan,NORP,,,en,2
last season,last season,DATE,,,en,2
one night,one night,TIME,,,en,2
3.08,3.08,CARDINAL,,,en,2
"above $4,300","above $4,300",MONEY,,,en,2
33rd,33rd,ORDINAL,,,en,2
"April 7, 1902","April 7, 1902",DATE,,,en,2
Tuesday night,Tuesday night,TIME,,,en,2
Weeks,Weeks,DATE,,,en,2
this morning,this morning,TIME,,,en,2
79,79,DATE,,,en,2
Kazakh,Kazakh,NORP,,,en,2
London Gatwick Airport,London Gatwick Airport,FAC,,,en,2
five days,five days,DATE,,,en,2
Dubai International Airport,Dubai International Airport,FAC,,,en,2
May 16,May 16,DATE,,,en,2
6.3,6.3,CARDINAL,,,en,2
365,365,CARDINAL,,,en,2
Excel,Excel,PRODUCT,,,en,2
month-old,month-old,DATE,,,en,2
nearly a decade,nearly a decade,DATE,,,en,2
the War of the Spanish Succession,the War of the Spanish Succession,EVENT,,,en,2
$20 million,$20 million,MONEY,,,en,2
990 feet,990 feet,QUANTITY,,,en,2
"April 7, 1994","April 7, 1994",DATE,,,en,2
May 21,May 21,DATE,,,en,2
a few hours,a few hours,TIME,,,en,2
850,850,CARDINAL,,,en,2
the Blue Water Bridge,the Blue Water Bridge,FAC,,,en,2
"around $216,000","around $216,000",MONEY,,,en,2
More than half,More than half,CARDINAL,,,en,2
592,592,MONEY,,,en,2
Twenty,Twenty,CARDINAL,,,en,2
52.2 percent,52.2 percent,PERCENT,,,en,2
80th,80th,ORDINAL,,,en,2
"April 07, 2026","April 07, 2026",DATE,,,en,2
4.57 trillion Turkish Liras,4.57 trillion Turkish Liras,MONEY,,,en,2
the first month,the first month,DATE,,,en,2
Scandinavian,Scandinavian,NORP,,,en,2
74 days,74 days,DATE,,,en,2
April 7,April 7,DATE,,,en,2
Unicorn Frappuccino,Unicorn Frappuccino,PRODUCT,,,en,2
the Indo-Pacific,the Indo-Pacific,FAC,,,en,2
only 57,only 57,CARDINAL,,,en,2
Apr 7,Apr 7,DATE,,,en,2
a year ago,a year ago,DATE,,,en,2
more than 10 million Turkish Liras,more than 10 million Turkish Liras,MONEY,,,en,2
Arabian,Arabian,NORP,,,en,2
1%,1%,PERCENT,,,en,2
56,56,CARDINAL,,,en,2
50 percent,50 percent,PERCENT,,,en,2
between 2023 and 2025,between 2023 and 2025,DATE,,,en,2
the model year,the model year,DATE,,,en,2
Max Wedge V8,Max Wedge V8,PRODUCT,,,en,2
at least 200,at least 200,CARDINAL,,,en,2
ninth,ninth,ORDINAL,,,en,2
Monday night,Monday night,TIME,,,en,2
"around 11,000 years ago","around 11,000 years ago",DATE,,,en,2
$1 billion,$1 billion,MONEY,,,en,2
22%,22%,PERCENT,,,en,2
USD 100,USD 100,MONEY,,,en,2
the mid-90s,the mid-90s,DATE,,,en,2
"10,000,000","10,000,000",CARDINAL,,,en,2
2005,2005,DATE,,,en,2
Monterey Bay Aquarium,Monterey Bay Aquarium,FAC,,,en,2
World Cups,World Cups,EVENT,,,en,2
54.44%,54.44%,PERCENT,,,en,2
a full week,a full week,DATE,,,en,2
several hundred million dollars,several hundred million dollars,MONEY,,,en,2
later this morning,later this morning,TIME,,,en,2
1.2 million,1.2 million,CARDINAL,,,en,2
"Tuesday, March 24","Tuesday, March 24",DATE,,,en,2
a full day,a full day,DATE,,,en,2
9th April,9th April,DATE,,,en,2
7th April,7th April,DATE,,,en,2
more than $20 billion,more than $20 billion,MONEY,,,en,2
April 10,April 10,DATE,,,en,2
"June 8, 2026 /PRNewswire/","June 8, 2026 /PRNewswire/",DATE,,,en,2
weekend,weekend,DATE,,,en,2
23rd,23rd,ORDINAL,,,en,2
China International Hardware Show,China International Hardware Show,EVENT,,,en,2
1970,1970,DATE,,,en,2
+2031,+2031,NORP,,,en,2
the upcoming Hajj season,the upcoming Hajj season,DATE,,,en,2
Tuesday November 18 2025,Tuesday November 18 2025,DATE,,,en,2
175,175,CARDINAL,,,en,2
15%,15%,PERCENT,,,en,2
Jun 8),Jun 8),DATE,,,en,2
The Kings Awards for Enterprise,The Kings Awards for Enterprise,WORK_OF_ART,,,en,2
the Los Angeles Stadium,the Los Angeles Stadium,FAC,,,en,2
100%,100%,PERCENT,,,en,2
six years ago,six years ago,DATE,,,en,2
the Beach Boys,the Beach Boys,WORK_OF_ART,,,en,2
the last 24 hours,the last 24 hours,TIME,,,en,2
Easter Sunday,Easter Sunday,EVENT,,,en,2
the end of May 2026,the end of May 2026,DATE,,,en,2
Chornobyl,Chornobyl,NORP,0.0,0.3333333333333333,en,2
century,century,DATE,,,en,2
more than A$5 billion,more than A$5 billion,MONEY,,,en,2
our 31st anniversary,our 31st anniversary,DATE,,,en,2
21 hours,21 hours,TIME,,,en,2
its sixth week,its sixth week,DATE,,,en,2
Canadas,Canadas,NORP,,,en,2
$219.4 million,$219.4 million,MONEY,,,en,2
Oritain,Oritain,NORP,,,en,2
90%,90%,PERCENT,,,en,2
the Jio World Convention Centre,the Jio World Convention Centre,EVENT,,,en,2
Chabahar,Chabahar,NORP,,,en,2
hundreds of miles,hundreds of miles,QUANTITY,,,en,2
"294,128","294,128",CARDINAL,,,en,2
week-long,week-long,DATE,,,en,2
2.5,2.5,MONEY,,,en,2
Apr 5,Apr 5,DATE,,,en,2
The Last Game,The Last Game,WORK_OF_ART,,,en,2
Vault,Vault,PRODUCT,,,en,2
Void,Void,PRODUCT,,,en,2
up to 13,up to 13,CARDINAL,,,en,2
362,362,CARDINAL,,,en,2
$10 million,$10 million,MONEY,,,en,2
autumn,autumn,DATE,,,en,2
Greek Cypriot,Greek Cypriot,NORP,,,en,2
May 11,May 11,DATE,,,en,2
Iran war,Iran war,EVENT,,,en,2
April 11,April 11,DATE,,,en,2
Apr 4,Apr 4,DATE,,,en,2
$37.2 million,$37.2 million,MONEY,,,en,2
St Peter's Basilica,St Peter's Basilica,FAC,,,en,2
"June 08, 2026 (GLOBE NEWSWIRE)","June 08, 2026 (GLOBE NEWSWIRE)",DATE,,,en,2
88th-minute,88th-minute,TIME,,,en,2
"46,466,874","46,466,874",MONEY,,,en,2
TWO,TWO,CARDINAL,,,en,2
iOS 26.4,iOS 26.4,PRODUCT,,,en,2
"76,600","76,600",MONEY,,,en,2
Towie,Towie,NORP,,,en,2
1969,1969,DATE,,,en,2
6 May 2026,6 May 2026,DATE,,,en,2
06,06,CARDINAL,,,en,2
Star Wars,Star Wars,WORK_OF_ART,,,en,2
Jamsil Hangang Park,Jamsil Hangang Park,FAC,,,en,2
Trashcanistans,Trashcanistans,NORP,,,en,2
Level 4: Do Not Travel,Level 4: Do Not Travel,WORK_OF_ART,,,en,2
4.0,4.0,CARDINAL,,,en,2
2013,2013,DATE,,,en,2
6 June,6 June,DATE,,,en,2
four years,four years,DATE,,,en,2
Cypriot,Cypriot,NORP,,,en,2
Plymouth GTX,Plymouth GTX,PRODUCT,,,en,2
August 2020,August 2020,DATE,,,en,2
426ci,426ci,CARDINAL,,,en,2
158,158,MONEY,,,en,2
Q1,Q1,CARDINAL,,,en,2
Early Iran War Goal Was,Early Iran War Goal Was,EVENT,,,en,2
an additional $20 billion,an additional $20 billion,MONEY,,,en,2
nearly a dozen,nearly a dozen,CARDINAL,,,en,2
"more than 1,000","more than 1,000",CARDINAL,,,en,2
our first full day,our first full day,DATE,,,en,2
+2819,+2819,CARDINAL,,,en,2
this evening,this evening,TIME,,,en,2
$604 million,$604 million,MONEY,,,en,2
a FIFA World Cup,a FIFA World Cup,EVENT,,,en,2
at least 15,at least 15,CARDINAL,,,en,2
Yemeni,Yemeni,NORP,,,en,2
6 April,6 April,DATE,,,en,2
90,90,MONEY,,,en,2
the month,the month,DATE,,,en,2
YouTube,YouTube,PRODUCT,,,en,2
Danish,Danish,NORP,,,en,2
late-night,late-night,TIME,,,en,2
+4386,+4386,NORP,,,en,2
more than a month,more than a month,DATE,,,en,2
Dem,Dem,NORP,,,en,2
12:30 PM,12:30 PM,TIME,,,en,2
9 p.m.,9 p.m.,TIME,,,en,2
"nearly 7,000 kilometers","nearly 7,000 kilometers",QUANTITY,,,en,2
Ecuadorian,Ecuadorian,NORP,,,en,2
three years,three years,DATE,,,en,2
3%,3%,PERCENT,,,en,2
50th-anniversary,50th-anniversary,DATE,,,en,2
"80,000","80,000",MONEY,,,en,2
the Berlin Film Festival,the Berlin Film Festival,EVENT,,,en,2
New Yorkers,New Yorkers,NORP,,,en,2
half a million,half a million,CARDINAL,,,en,2
half a billion,half a billion,CARDINAL,,,en,2
the past few years,the past few years,DATE,,,en,2
10.00,10.00,MONEY,,,en,2
turns 80,turns 80,DATE,,,en,2
election Sunday,election Sunday,DATE,,,en,2
May 6,May 6,DATE,,,en,2
42,42,CARDINAL,,,en,2
"May 20, 2026 (GLOBE NEWSWIRE) --","May 20, 2026 (GLOBE NEWSWIRE) --",DATE,,,en,1
about 45 billion won,about 45 billion won,MONEY,,,en,1
Kharg Isla,Kharg Isla,FAC,,,en,1
the previous quarter,the previous quarter,DATE,,,en,1
Golden Dome',Golden Dome',FAC,,,en,1
tens of millions of dollars,tens of millions of dollars,MONEY,,,en,1
0.5 percent,0.5 percent,PERCENT,,,en,1
the January-March quarter,the January-March quarter,DATE,,,en,1
2.3 million,2.3 million,CARDINAL,,,en,1
less than a month ago,less than a month ago,DATE,,,en,1
this century,this century,DATE,,,en,1
Nearly 20%,Nearly 20%,PERCENT,,,en,1
the great Türkiye the shining star of,the great Türkiye the shining star of,EVENT,,,en,1
Patriot,Patriot,PRODUCT,,,en,1
the January-March quarter of 2026,the January-March quarter of 2026,DATE,,,en,1
0.4%,0.4%,PERCENT,,,en,1
"May 20, 2026 (GLOBE NEWSWIRE)","May 20, 2026 (GLOBE NEWSWIRE)",DATE,,,en,1
non-Americans,non-Americans,NORP,,,en,1
less than a year,less than a year,DATE,,,en,1
West African,West African,NORP,,,en,1
mid-2030,mid-2030,DATE,,,en,1
1.1 million,1.1 million,CARDINAL,,,en,1
three to four,three to four,CARDINAL,,,en,1
hundreds of millions of dollars,hundreds of millions of dollars,MONEY,,,en,1
"May 19, 2026","May 19, 2026",DATE,,,en,1
At least 42,At least 42,CARDINAL,,,en,1
62,62,DATE,,,en,1
at least 42,at least 42,CARDINAL,,,en,1
Almost a year and a half ago,Almost a year and a half ago,DATE,,,en,1
October 2024,October 2024,DATE,,,en,1
… Almost a year and a half ago,… Almost a year and a half ago,DATE,,,en,1
an hour,an hour,TIME,,,en,1
96 degrees,96 degrees,QUANTITY,,,en,1
+3214,+3214,NORP,,,en,1
the 2027 Africa Cup of Nations,the 2027 Africa Cup of Nations,EVENT,,,en,1
Niger,Niger,NORP,,,en,1
mid-May,mid-May,DATE,,,en,1
more than 90,more than 90,CARDINAL,,,en,1
60 days,60 days,DATE,,,en,1
the last 21 days,the last 21 days,DATE,,,en,1
the Challenge Cup,the Challenge Cup,EVENT,,,en,1
203,203,PRODUCT,,,en,1
+195 chars,+195 chars,WORK_OF_ART,,,en,1
"129,000 years","129,000 years",DATE,,,en,1
Three years,Three years,DATE,,,en,1
last Thursday,last Thursday,DATE,,,en,1
over a month,over a month,DATE,,,en,1
95%,95%,PERCENT,,,en,1
96.86,96.86,CARDINAL,,,en,1
May 18).</li><li,May 18).</li><li,DATE,,,en,1
Peace with Honor,Peace with Honor,WORK_OF_ART,,,en,1
November 2022,November 2022,DATE,,,en,1
2.8%,2.8%,PERCENT,,,en,1
between 2.5 and 3.5 years old,between 2.5 and 3.5 years old,DATE,,,en,1
Cumbrian,Cumbrian,NORP,,,en,1
14 years old,14 years old,DATE,,,en,1
Samsun,Samsun,FAC,,,en,1
12 years,12 years,DATE,,,en,1
Europa League,Europa League,EVENT,0.0,1.0,en,1
We’re six weeks in to what was supposed to be a two-week dea…,We’re six weeks in to what was supposed to be a two-week dea…,WORK_OF_ART,,,en,1
We’re Six We… On,We’re Six We… On,WORK_OF_ART,,,en,1
Cannes Film Festival,Cannes Film Festival,EVENT,,,en,1
We’re six weeks in to what was supposed to be a two-week,We’re six weeks in to what was supposed to be a two-week,WORK_OF_ART,,,en,1
Two-Week,Two-Week,DATE,,,en,1
Six Weeks,Six Weeks,DATE,,,en,1
the twelfth consecutive month,the twelfth consecutive month,DATE,,,en,1
Türkiye Invites You,Türkiye Invites You,WORK_OF_ART,,,en,1
Cannes Film Festivals,Cannes Film Festivals,EVENT,,,en,1
the twelfth month,the twelfth month,DATE,,,en,1
RedMagic 11S Pro series,RedMagic 11S Pro series,PRODUCT,,,en,1
Pro,Pro,PRODUCT,,,en,1
"Rs 2,67,230/kg","Rs 2,67,230/kg",PRODUCT,,,en,1
"2,889","2,889",CARDINAL,,,en,1
July 2026,July 2026,DATE,,,en,1
Beijing Live Updates,Beijing Live Updates,FAC,,,en,1
millions of years,millions of years,DATE,,,en,1
the Iran war jacks,the Iran war jacks,EVENT,,,en,1
NOW,NOW,WORK_OF_ART,,,en,1
nighttime,nighttime,TIME,,,en,1
the Steam Deck,the Steam Deck,PRODUCT,,,en,1
"more than 9,000","more than 9,000",CARDINAL,,,en,1
"Greatest Hits, Explored In Upcoming Documentary – Cannes Market","Greatest Hits, Explored In Upcoming Documentary – Cannes Market",WORK_OF_ART,,,en,1
about $590 billion,about $590 billion,MONEY,,,en,1
About $590bln,About $590bln,MONEY,,,en,1
the Temple of Heaven,the Temple of Heaven,FAC,,,en,1
nearly two-hour,nearly two-hour,TIME,,,en,1
the “Türkiye E-Commerce Outlook Report 2025,the “Türkiye E-Commerce Outlook Report 2025,EVENT,,,en,1
early Thursday,early Thursday,TIME,,,en,1
at least 31,at least 31,CARDINAL,,,en,1
L’article Indian,L’article Indian,NORP,,,en,1
Indian Ocean Dialogue,Indian Ocean Dialogue,EVENT,,,en,1
daytime,daytime,TIME,,,en,1
105.3 million,105.3 million,CARDINAL,,,en,1
day-long,day-long,DATE,,,en,1
"250,000","250,000",MONEY,,,en,1
£2.75million mansion,£2.75million mansion,MONEY,,,en,1
Each day,Each day,DATE,,,en,1
+64,+64,CARDINAL,,,en,1
nearly 30 years,nearly 30 years,DATE,,,en,1
Haitians,Haitians,NORP,,,en,1
annually,annually,DATE,,,en,1
the afternoon,the afternoon,TIME,,,en,1
Uzbekistans,Uzbekistans,NORP,,,en,1
$604 Million,$604 Million,MONEY,,,en,1
three months,three months,DATE,,,en,1
more than three weeks ago,more than three weeks ago,DATE,,,en,1
proudest day,proudest day,DATE,,,en,1
World Cup quarter,World Cup quarter,EVENT,,,en,1
three minutes,three minutes,TIME,,,en,1
"An estimated 750,000","An estimated 750,000",CARDINAL,,,en,1
Odyssey,Odyssey,PRODUCT,,,en,1
40 years,40 years,DATE,,,en,1
Marvel,Marvel,WORK_OF_ART,,,en,1
Silent Friend,Silent Friend,WORK_OF_ART,,,en,1
five decades,five decades,DATE,,,en,1
76,76,DATE,,,en,1
the Asian Boxing U15 Championships,the Asian Boxing U15 Championships,EVENT,,,en,1
Medal Haul At Asian Boxing U15 Championships,Medal Haul At Asian Boxing U15 Championships,WORK_OF_ART,,,en,1
+1574,+1574,NORP,,,en,1
+1874 chars,+1874 chars,WORK_OF_ART,,,en,1
Wednesday night,Wednesday night,TIME,,,en,1
A night,A night,TIME,,,en,1
… 60%,… 60%,PERCENT,,,en,1
inaugural,inaugural,DATE,,,en,1
60%,60%,PERCENT,,,en,1
$2.5 trillion,$2.5 trillion,MONEY,,,en,1
More Fight for Final Spots,More Fight for Final Spots,WORK_OF_ART,,,en,1
1955,1955,DATE,,,en,1
70 years,70 years,DATE,,,en,1
more than four decades,more than four decades,DATE,,,en,1
just six years,just six years,DATE,,,en,1
Kurds,Kurds,NORP,,,en,1
summer 2026,summer 2026,DATE,,,en,1
$2.5 Billion,$2.5 Billion,MONEY,,,en,1
as of end March 2026,as of end March 2026,DATE,,,en,1
30.5 million,30.5 million,CARDINAL,,,en,1
