index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
0,https://www.sciencealert.com/oldest-air-ever-measured-found-in-ice-from-6-million-years-ago,0,www.sciencealert.com,Oldest Air Ever Measured Found in Ice From 6 Million Years Ago,Ice excavated from deep under the surface of Antarctica has just yielded humanity's oldest directly dated samples of glacial ice and air ever found.,https://www.sciencealert.com/images/2025/10/stripe-ice.jpg,2025-11-01T01:00:37Z,,"Ice excavated from deep under the surface of Antarctica has just yielded humanity's oldest directly dated samples of glacial ice and air ever found.
From beneath hundreds of meters of glacial ice th… [+4412 chars]",,en,'Antarctica'
1,https://www.yahoo.com/news/articles/explorers-seek-ancient-antarctica-ice-065710672.html,0,www.yahoo.com,Explorers seek ancient Antarctica ice in climate change study,"An explorer and a glaciologist have embarked on a three-month mission to cross part of Antarctica on kite skis in search of ice that is 130,000 years old.And...",https://media.zenfs.com/en/afp.com/b157300bb787e711483a17a422977f46,2025-11-01T06:57:10Z,,"An explorer and a glaciologist have embarked on a three-month mission to cross part of Antarctica on kite skis in search of ice that is 130,000 years old.
The goal of the French duo is to better und… [+3935 chars]",,en,'Antarctica'
2,https://www.bbc.com/news/articles/c3dnnpvjkjvo,0,www.bbc.com,"Andrew should answer Epstein questions in US, Democrats say","Members of a panel investigating the late sex offender Epstein say the former prince should ""come clean"".",https://ichef.bbci.co.uk/news/1024/branded_news/7fbd/live/e969fca0-b6f7-11f0-8303-f743b82045d1.jpg,2025-11-01T08:27:52Z,,"Andrew was stripped of his title as a prince on Thursday
Members of a US congressional committee investigating the Jeffrey Epstein case have intensified their calls for Andrew Mountbatten Windsor to… [+4019 chars]",,en,'United States'
3,https://www.bbc.com/sport/cricket/articles/cy0yykjj6zyo,0,www.bbc.com,Batting costs England again as NZ edge to 3-0 win,"New Zealand seal a 3-0 series sweep by edging to a two-wicket win in the third one-day international in Wellington, following another England top-order collapse.",https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/3161/live/ed5fd040-b6e9-11f0-8541-9720c7d6d108.jpg,2025-11-01T08:37:54Z,,England failed to overcome another grim batting failure as New Zealand edged to a two-wicket victory in the third one-day international in Wellington to send the tourists to Australia on the back of … [+1421 chars],,en,'Wellington'
4,https://biztoc.com/x/acd49c8f995b51fe,0,biztoc.com,"UN Security Council approves resolution backing Morocco's plan for Western Sahara, in a major shift",,https://biztoc.com/cdn/950/og.png,2025-11-01T13:07:03Z,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Amazon's stock surge despite layoffs? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is the government shutd… [+784 chars]",,en,'Western Sahara'
5,https://www.techradar.com/how-to-watch/football/tottenham-hotspur-vs-chelsea-premier-league-2025-26,0,www.techradar.com,Tottenham vs Chelsea Live Stream: How to watch Premier League 2025/26 London Derby on TV and online,All the ways to watch the London derby between Tottenham and Chelsea as they face each other in the 2025/26 Premier League.,https://cdn.mos.cms.futurecdn.net/TcyGucgT89VqDU28QDakKH-2560-80.jpg,2025-11-01T15:00:00Z,,"Tottenham face Chelsea in the Premier League this Saturday teatime in what has become one of the fiercest rivalries in recent seasons.
The Battle of the Bridge, Tuchel and Conte’s touchline clash, a… [+9393 chars]",,en,'Niue'
6,https://timesofindia.indiatimes.com/city/mumbai/from-kabul-to-kolkata-exhibition-traces-rupees-500-year-odyssey/articleshow/125019788.cms,0,timesofindia.indiatimes.com,From Kabul to Kolkata: Exhibition traces rupee’s 500-year odyssey,"In the turquoise middle of the Indian Ocean, on a remote cluster of atolls once called the Cocos-Keeling Islands, a self-styled king printed his own m.","https://static.toiimg.com/thumb/msid-125019787,width-1070,height-580,imgsize-92976,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2025-11-01T16:27:38Z,,"<ul><li>News</li>
<li>From Kabul to Kolkata: Exhibition traces rupees 500-year odyssey</li></ul>
Follow Us On Social Media
'Israel Source Of Instability': Oman Leader Defends Iran, Blames Tel Aviv… [+1550 chars]",,en,'Cocos Islands'
7,https://www.yahoo.com/news/articles/jd-vance-repeats-comments-wants-180153950.html,0,www.yahoo.com,JD Vance repeats comments he wants wife Usha to convert to Christianity,"US vice-president announces to 10,000 attenders of Turning Point USA that he prefers wife, who is Hindu, to be Christian",https://media.zenfs.com/en/the_guardian_765/4f71cceaf8d6f721b9ad956c0b4b14cb,2025-11-01T18:01:53Z,,"JD Vance is doubling down on comments he made about wanting his wife, Usha Vance, to convert to Christianity remarks that drew political backlash from some quarters.
At an event with Turning Point U… [+4067 chars]",,en,'USA'
8,https://theaviationist.com/2025/11/01/b-29-strategic-operations-japan-part-2/,0,theaviationist.com,B-29 Strategic Operations against Japan Part 2: Island Operations,"Originally struggling to achieve success in the China Burma India Theater, the Boeing B-29 Superfortress made its mark once tactics were changed and incendiaries were used. Originally operating out of the China Burma India Theater with disappointing results, …",https://theaviationist.com/wp-content/uploads/2025/10/B292_1.jpg,2025-11-01T20:09:09Z,,"Originally operating out of the China Burma India Theater with disappointing results, costly losses, and constant supply issues, the Boeing B-29 Superfortress was struggling to achieve success in its… [+39712 chars]",,en,'India'
9,https://www.bbc.com/sport/rugby-league/articles/cjw99g3yjjlo,0,www.bbc.com,England's Ashes hopes end with 'reality check',"England have been handed a ""good reality check"" in seeing their Rugby League Ashes hopes ended by Australia, says captain George Williams.",https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/391e/live/27a1c6f0-b76c-11f0-b2a1-6f537f66f9aa.jpg,2025-11-01T22:08:23Z,,"Having been soundly beaten in an error-strewn display at Wembley, Wane side's were much improved on Saturday back in the rugby league heartlands of northern England.
In a rousing opening period, Eng… [+1891 chars]",,en,'England'
10,https://www.bbc.com/sport/football/articles/clyk7evwgewo,0,www.bbc.com,The former England masterminds looking to build a 'superpower',"When something works successfully, it makes sense to try it again. That's what Kay Cossington and Anja van Ginhoven are doing.",https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/5ceb/live/c96a2e10-b414-11f0-8984-f9077abd0669.jpg,2025-11-02T06:26:38Z,,"Cossington and Van Ginhoven hope to take advantage of the $115bn (£87bn) available to them via umbrella company Sixth Street.
Their ambition is big, but simple - to do everything they can to help th… [+1942 chars]",,en,'England'
