index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
0,https://www.hurriyetdailynews.com/turkiye-targets-global-market-with-turkish-caviar-222740,0,www.hurriyetdailynews.com,Türkiye targets global market with ‘Turkish caviar’,"Türkiye’s Agriculture and Forestry Ministry plans to expand production of endangered sturgeon and enter the global market under the “Turkish Caviar” brand, according to daily Milliyet.",https://image.hurimg.com/i/hurriyet/75/200x200/6a1d28e9cd2f8ff319451f97.jpg,2026-06-01T06:38:48Z,,"ISTANBUL
Türkiyes Agriculture and Forestry Ministry plans to expand production of endangered sturgeon and enter the global market under the TurkishCaviar brand, according to daily Milliyet.
The cou… [+1648 chars]",,en,'Türkiye'
1,https://www.newyorker.com/magazine/2026/06/08/table-manners-andre-alexis,0,www.newyorker.com,Table Manners,"André Alexis, whose novels include “Fifteen Dogs,” remembers mealtimes with his parents after moving from Trinidad to Canada.","https://media.newyorker.com/photos/6a15b1751f527452d1a33a59/16:9/w_1280,c_limit/r49426.jpg",2026-06-01T10:00:00Z,,"Of course, the liveliness of immigrant-family mealtimes is a commonplace, a cliché, the stuff of dull stories, moldy jokes, and so on. If I cherish the cliché, its because it contains a mythic sense … [+1934 chars]",,en,'Heard Island'
2,https://english.khabarhub.com/2026/01/551890/,0,english.khabarhub.com,"Nepal, China discuss strengthening cooperation in health and food safety sector","KATHMANDU: Health and Food Safety Minister Nisha Mehta held a courtesy meeting with the Chinese Ambassador to Nepal, Zhang Maoming, on Monday, where the two sides discussed strengthening bilateral cooperation in the health sector. According to the Ministry, t…",https://english.khabarhub.com/wp-content/uploads/2026/06/Maoming-and-Mehta.jpg,2026-06-01T11:45:10Z,,"KATHMANDU: Health and Food Safety Minister Nisha Mehta held a courtesy meeting with the Chinese Ambassador to Nepal, Zhang Maoming, on Monday, where the two sides discussed strengthening bilateral co… [+1226 chars]",,en,'China'
3,https://thehackernews.com/2026/06/china-aligned-groups-ramp-up-attacks.html,0,thehackernews.com,China-Aligned Groups Ramp Up Attacks: Dragon Weave Hits Czech Republic & Taiwan,"A new cyber espionage campaign codenamed Operation Dragon Weave has been observed targeting officials and citizens in the Czech Republic and Taiwan to deliver an AdaptixC2 agent.

According to Seqrite Labs, targets of the campaign include government, research…",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhUhiw46hdnhoY05E-0EyhOX5AxQrqJeNM0WDEWiYHAi5pPt4kIFPbvqGZhyAK4NxlAF7KJKxPfWlbGLbZUJJD9PgGmazvyhzaSgBXokM_6eYQfWXQ1HDv2heSDTnps4EGhjKqwCbuQOl0d9QN25tmn85xLujp-htCwLhhywI4A6BKJxkOOKb9FSu02AMjX/s1700-e365/china.jpg,2026-06-01T11:54:24Z,http://web.archive.org/web/20260602000956/https://thehackernews.com/2026/06/china-aligned-groups-ramp-up-attacks.html,"A new cyber espionage campaign codenamed Operation Dragon Weave has been observed targeting officials and citizens in the Czech Republic and Taiwan to deliver an AdaptixC2 agent.
According to Seqrit… [+5032 chars]",,en,'China'
4,https://www.globalsecurity.org/wmd/library/news/taiwan/2026/taiwan-260601-cna03.htm,0,www.globalsecurity.org,Vice President Hsiao to visit Palau to boost diplomatic ties,"Vice President Hsiao Bi-khim (蕭美琴) will embark on a five-day visit to Palau later this week to strengthen diplomatic relations with the Pacific ally, the Presidential Office said Monday.",,2026-06-01T12:00:00Z,,"ROC Central News Agency
06/01/2026 12:55 PM
Taipei, June 1 (CNA) Vice President Hsiao Bi-khim () will embark on a five-day visit to Palau later this week to strengthen diplomatic relations with the… [+2043 chars]",,en,'China'
5,https://www.globalsecurity.org/wmd/library/news/iran/2026/06/iran-260601-rferl03.htm,0,www.globalsecurity.org,"Expected Iran Deal Comes With Difficult Choices, Says Geopolitical Strategist Tina Fordham","As the Iran conflict enters its fourth month, the world is watching to see whether Washington and Tehran will accept a temporary deal or risk a deeper confrontation in the Middle East.",,2026-06-01T12:00:00Z,,"By Alex Raufoglu June 01, 2026
WASHINGTON -- As the Iran conflict enters its fourth month, the world is watching to see whether Washington and Tehran will accept a temporary deal or risk a deeper co… [+12284 chars]",,en,'Washington'
10,https://www.globalsecurity.org/military/library/news/2026/06/mil-260601-pna02.htm,0,www.globalsecurity.org,"South China Sea peace a 'non-negotiable' - PH, Vietnam","The Philippines and Vietnam on Monday declared peace, stability, and freedom of navigation in the South China Sea to be ""non-negotiable"" as the two claimant states elevated bilateral ties and renewed a key defense cooperation agreement.",,2026-06-01T12:00:00Z,,"Philippine News Agency
By Darryl John EsguerraJune 1, 2026, 1:11 pm
MANILA -- The Philippines and Vietnam on Monday declared peace, stability, and freedom of navigation in the South China Sea to be… [+2556 chars]",,en,'Vietnam'
6,https://www.globalsecurity.org/wmd/library/news/china/2026/06/china-260601-globaltimes01.htm,0,www.globalsecurity.org,"China, UK will expand practical cooperation and tackle international and regional hotspot issues: FM on UK Foreign Secretary's visit","In response to a question regarding UK Foreign Secretary Yvette Cooper's visit to China and her attendance at the 11th China-UK Strategic Dialogue, Chinese Foreign Ministry spokesperson Lin Jian said on Monday that the China-UK Strategic Dialogue serves as an…",,2026-06-01T12:00:00Z,,"Global Times
By Global Times Published: Jun 01, 2026 04:19 PM
In response to a question regarding UK Foreign Secretary Yvette Cooper's visit to China and her attendance at the 11th China-UK Strateg… [+1093 chars]",,en,'China'
8,https://www.globalsecurity.org/military/library/news/2026/06/mil-260601-globaltimes01.htm,0,www.globalsecurity.org,"CCG conducts rights-protection law enforcement in waters where Japan, Philippines intend to infringe on China's rights","The China Coast Guard (CCG) task group led by CCGS Daishan conducted routine law-enforcement patrols in accordance with the law in the waters east of China's Taiwan island on Monday, said CCG spokesperson Jiang Lue. This is a necessary operation in response t…",,2026-06-01T12:00:00Z,,"Global Times
By By Fan Wei and Chen Qingqing Published: Jun 01, 2026 05:54 PM
The China Coast Guard (CCG) task group led by CCGS Daishan conducted routine law-enforcement patrols in accordance with… [+8245 chars]",,en,'Taiwan'
9,https://www.globalsecurity.org/military/library/news/2026/06/mil-260601-pna03.htm,0,www.globalsecurity.org,"PH, Vietnam ink defense pact, boost maritime cooperation","The Philippines and Vietnam on Monday renewed their defense cooperation agreement, reinforcing collaboration in maritime security, military education, and disaster response as the two Southeast Asian nations elevated ties to an Enhanced Strategic Partnership.",,2026-06-01T12:00:00Z,,"Philippine News Agency
By Darryl John EsguerraJune 1, 2026, 12:30 pm 
MANILA -- The Philippines and Vietnam on Monday renewed their defense cooperation agreement, reinforcing collaboration in marit… [+1616 chars]",,en,'Philippines'
